# time(ps) Nwater Force (pN) Pressure Dif (atm) 
152 185 12856.205 27701.799136582562
153 189 13134.177 28300.756955751913
154 186 12925.697999999999 27851.538591374898
155 187 12995.190999999999 28001.278046167237
156 191 13273.162999999999 28600.235865336588
157 186 12925.697999999999 27851.538591374898
158 187 12995.190999999999 28001.278046167237
159 186 12925.697999999999 27851.538591374898
160 186 12925.697999999999 27851.538591374898
161 189 13134.177 28300.756955751913
162 189 13134.177 28300.756955751913
163 187 12995.190999999999 28001.278046167237
164 182 12647.725999999999 27252.580772205547
165 185 12856.205 27701.799136582562
166 187 12995.190999999999 28001.278046167237
167 181 12578.232999999998 27102.841317413207
168 181 12578.232999999998 27102.841317413207
169 187 12995.190999999999 28001.278046167237
170 182 12647.725999999999 27252.580772205547
171 182 12647.725999999999 27252.580772205547
172 185 12856.205 27701.799136582562
173 182 12647.725999999999 27252.580772205547
174 185 12856.205 27701.799136582562
175 186 12925.697999999999 27851.538591374898
176 183 12717.219 27402.320226997883
177 189 13134.177 28300.756955751913
178 186 12925.697999999999 27851.538591374898
179 186 12925.697999999999 27851.538591374898
180 182 12647.725999999999 27252.580772205547
181 191 13273.162999999999 28600.235865336588
182 181 12578.232999999998 27102.841317413207
183 192 13342.655999999999 28749.975320128928
184 186 12925.697999999999 27851.538591374898
185 183 12717.219 27402.320226997883
186 181 12578.232999999998 27102.841317413207
187 188 13064.684 28151.017500959577
188 186 12925.697999999999 27851.538591374898
189 189 13134.177 28300.756955751913
190 189 13134.177 28300.756955751913
191 188 13064.684 28151.017500959577
192 192 13342.655999999999 28749.975320128928
193 190 13203.669999999998 28450.496410544252
194 185 12856.205 27701.799136582562
195 185 12856.205 27701.799136582562
196 182 12647.725999999999 27252.580772205547
197 183 12717.219 27402.320226997883
198 183 12717.219 27402.320226997883
199 189 13134.177 28300.756955751913
200 185 12856.205 27701.799136582562
